Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Lxtdqwg Zxknch, Faculty: Faculty of Law, Group: Group215, Avg Grade: 2
Fullname: Duoymw Ezlqwr, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 2
Fullname: Ihjutpwgz Xieytb, Faculty: International Institute of Economics and Finance, Group: Group288, Avg Grade: 2
Fullname: Irtuzjwegd Hbylqazpou, Faculty: Faculty of World Economy and World Politics, Group: Group215, Avg Grade: 2
Fullname: Nfqylm Mwdroye, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Vucmpar Zdipyt, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 2
Fullname: Grpcubtaem Oqfdgxh, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 2
Fullname: Wulxmh Cyxjqoa, Faculty: Faculty of World Economy and World Politics, Group: Group217, Avg Grade: 2
Fullname: Cfopjheg Irugmzsv, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Tvabdgsyoi Yhjzubxd, Faculty: Faculty of Geography and Geo-information Technology, Group: Group233, Avg Grade: 2
Fullname: Ucvtsqr Atoljhczb, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 2
Fullname: Dvaktn Nzxjh, Faculty: Faculty of Physics, Group: Group221, Avg Grade: 2
Fullname: Zvysk Cymsufan, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 2
Fullname: Kjhoefw Miybxug, Faculty: School of Foreign Languages, Group: Group244, Avg Grade: 2
Fullname: Yenmw Dmhoktuen, Faculty: Faculty of World Economy and World Politics, Group: Group219, Avg Grade: 2
Fullname: Belwms Mqjpbcag, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 2
Fullname: Pfmjcqbw Wlgbnstfy, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 2
Fullname: Xjbfoiwt Mvprezlgc, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 2
Fullname: Xecbp Lefvnb, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Pntmidxuga Ebcwgodjrs, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 2
Fullname: Bnlxh Vjsnmiyc, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Xfspgz Arenkfh, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 2
Fullname: Mlxrszu Gksmin, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 2
Fullname: Rucyqs Mxclaqz, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 2
Fullname: Ewacibdoms Gpnbd, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 2
Fullname: Yrbjl Cvqokidpu, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Edyfn Nuzhytgri, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 2
Fullname: Umefsqk Ukbyozqf, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 2
Fullname: Xsidcopw Oueka, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 2
Fullname: Oegduis Xhwidnbp, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 2
Fullname: Nqbdts Ribcnkp, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 2
Fullname: Prcjoz Zyabmp, Faculty: Faculty of Humanities, Group: Group244, Avg Grade: 2
Fullname: Lsnudhprk Bvceqthzsa, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group212, Avg Grade: 2
Fullname: Zewra Xbdzci, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Ejpof Piheukbmco, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 2
Fullname: Xcinf Wmfrjvuonx, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 2
Fullname: Limbgasdr Rxtqhgj, Faculty: Faculty of Humanities, Group: Group221, Avg Grade: 2
Fullname: Vghdkybp Oxsjacvdgu, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 2
Fullname: Adiypb Yleixfzo, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 2
Fullname: Mbicu Bsdpnywzgk, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 2
Fullname: Hclvrdnz Lhagr, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 2
Fullname: Bofcv Dabmkxj, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 2
Fullname: Khcef Vpcxo, Faculty: Faculty of Law, Group: Group244, Avg Grade: 2
Fullname: Psfavnc Bheamwul, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 2
Fullname: Cdfto Lvsenpoa, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 2
Fullname: Xouiqrlvkn Xzdwr, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Rzantpb Ovcdqm, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 2
Fullname: Jaozlmf Pzmdrxl, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group213, Avg Grade: 2
Fullname: Gdfzubl Mahkpnlxg, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 2
Fullname: Bxsgj Ejxfkl, Faculty: Faculty of Creative Industries, Group: Group217, Avg Grade: 2
Fullname: Oceytad Dpmiutzv, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 2
Fullname: Qfamrou Xoujesi, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 2
Fullname: Zvktljr Qbknw, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 2
Fullname: Nvrumwdx Avwkpitgn, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Pfyrkzdc Sahipygoz, Faculty: Faculty of Biology and Biotechnology, Group: Group213, Avg Grade: 2
Fullname: Rgpanbktzv Dpvzfuoi, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 2
Fullname: Xbtvjge Redibf, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Nlpjc Hbgszeqmc, Faculty: International Institute of Economics and Finance, Group: Group212, Avg Grade: 2
Fullname: Ujclhvpqr Lcpujryaox, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 2
Fullname: Xscglt Xlnirp, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 2
Fullname: Cyqsrim Dsobgkjxfz, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 2
Fullname: Snicefkw Viutkocrze, Faculty: Faculty of Physics, Group: Group218, Avg Grade: 2
Fullname: Rmjesyqv Xvblnhtg, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 2
Fullname: Vlgckzahs Bfkzmjlgi, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 2
Fullname: Upyzdbt Xspinrgkwy, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 2
Fullname: Fhbpern Lotjwmqup, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 2
Fullname: Mxdkifvgy Zbpdekyxg, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 2
Fullname: Xjeko Gcvtba, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 2
Fullname: Fkrvmde Gpyhna, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 2
Fullname: Eguixjyn Izvmgudcnl, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Xtpenrguws Mqtxycoj, Faculty: Faculty of Law, Group: Group215, Avg Grade: 2
Fullname: Tbrioxe Jdbkt, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 2
Fullname: Mwcojvahsz Sdwcerubil, Faculty: Faculty of World Economy and World Politics, Group: Group219, Avg Grade: 2
Fullname: Bzicpvulh Crpjnbidh, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 2
Fullname: Lvnswox Pnskljybx, Faculty: Faculty of World Economy and World Politics, Group: Group217, Avg Grade: 2
Fullname: Hiyptb Pqeakjnz, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 2
Fullname: Ulrpnh Ofick, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 2
Fullname: Dsqruy Xocfq, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 2
Fullname: Dobznqj Hksquywb, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 2
Fullname: Glpvc Klxwv, Faculty: Faculty of Urban and Regional Development, Group: Group213, Avg Grade: 2
Fullname: Fvklhwbou Smndgbx, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 2
Fullname: Nbuzr Buonkcxwqf, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 2
Fullname: Mfuyzgor Mqvbl, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 2
Fullname: Cagtpmieoq Sbzha, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 2
Fullname: Ulkrscm Nytcz, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Djfnscp Ktzqdxesj, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 2
Fullname: Zmrnjltbg Hxmuw, Faculty: Graduate School of Business, Group: Group233, Avg Grade: 2
Fullname: Kdlunc Zevcfnlsy, Faculty: Faculty of Social Sciences, Group: Group217, Avg Grade: 2
Fullname: Eydviruhq Jsvlnrghuc, Faculty: Faculty of Humanities, Group: Group221, Avg Grade: 2
Fullname: Uwhdjxt Rmgloauzec, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 2
Fullname: Ujdtpcvsr Qskgpxo, Faculty: Faculty of Computer Science, Group: Group213, Avg Grade: 2
Fullname: Tiaybgnp Awguyrtx, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 2
Fullname: Kbprncdt Hprvfoul, Faculty: Faculty of Creative Industries, Group: Group217, Avg Grade: 2
Fullname: Tqfvr Gsowjl, Faculty: Faculty of Social Sciences, Group: Group219, Avg Grade: 2
Fullname: Vfbzt Hsnuqeraoi, Faculty: Faculty of Creative Industries, Group: Group215, Avg Grade: 2
Fullname: Raomku Tydzkaqfv, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 2
Fullname: Kxfunvozp Qvckyesr, Faculty: Faculty of Law, Group: Group244, Avg Grade: 2
Fullname: Aenhp Ontky, Faculty: Faculty of Geography and Geo-information Technology, Group: Group233, Avg Grade: 2
Fullname: Tdyzg Xytjsdpn, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Rvtkjz Qeblcjm, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 2
Fullname: Harcq Aipfuvmkz, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 2
Fullname: Osecyvdl Jkbvfdzhp, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 2
Fullname: Zfgirbnj Vhmqsi, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 2
Fullname: Qpydxs Dbwyk, Faculty: Faculty of Biology and Biotechnology, Group: Group213, Avg Grade: 2
Fullname: Trvbusx Yodzlcas, Faculty: Faculty of Urban and Regional Development, Group: Group219, Avg Grade: 2
Fullname: Ilcysmakqw Mgfvish, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 2
Fullname: Npfdctv Hkmwiz, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 2
Fullname: Gnzwmj Vpyjglxm, Faculty: Faculty of Physics, Group: Group233, Avg Grade: 2
Fullname: Xoldsvarc Aomhkc, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Xiheko Trdwybejxp, Faculty: Faculty of Urban and Regional Development, Group: Group218, Avg Grade: 2
Fullname: Bihylnmrxz Bmywudgjic, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 2
Fullname: Jomgfdant Kyzsrbpju, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 2
Fullname: Bwapdxrci Dermk, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group212, Avg Grade: 2
Fullname: Ghasxbdrvo Yfsjgvibtw, Faculty: Faculty of Computer Science, Group: Group221, Avg Grade: 2
Fullname: Kfbsac Ldinm, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 2
Fullname: Cloxebf Dfteja, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 2
Fullname: Rjxgy Uphridmsc, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 2
Fullname: Htzorj Ymvthsoc, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 2
Fullname: Judmkhgpyq Knpilrdms, Faculty: Faculty of Computer Science, Group: Group213, Avg Grade: 2
Fullname: Xouzepg Rxdviamo, Faculty: Faculty of Humanities, Group: Group215, Avg Grade: 2
Fullname: Dapcixum Jgamnezu, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 2
Fullname: Mvbohn Nouspzly, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 2
Fullname: Jshlb Idugyoseq, Faculty: Faculty of Urban and Regional Development, Group: Group219, Avg Grade: 2
Fullname: Gpcvnldo Samvbnpq, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 2
Fullname: Vhmcntfg Apbfl, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 2
Fullname: Sphbinq Yaziwvgt, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Xcudye Mrdnkpjgzx, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 2
Fullname: Dleywsit Ucixkemg, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 2
Fullname: Alrhdqij Mryovuzpb, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 2
Fullname: Vftkiy Vehgmk, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 2
Fullname: Wedgqsx Ykmrsu, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 2
Fullname: Blkazuycmg Digzwftca, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 2
Fullname: Celjynk Wogtlaujh, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 2
Fullname: Qivhrsoldx Ymfxvatks, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 2
Fullname: Osvbifka Sgeqiyuoj, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 2
Fullname: Edibs Dpora, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 2
Fullname: Vnmotfj Ltonbgi, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 2
Fullname: Ohitwuy Skxtmg, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 2
Fullname: Zyrvsikf Mqjyf, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 2
Fullname: Hsfaxc Prtge, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 2
Fullname: Cpelhxagvf Dsexytzak, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 2
Fullname: Koriq Jgiyq, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 2
Fullname: Nosvjxpzh Jbduxnmpt, Faculty: Faculty of Humanities, Group: Group233, Avg Grade: 2
Fullname: Rbletudhyi Mxjle, Faculty: Faculty of Creative Industries, Group: Group215, Avg Grade: 2
Fullname: Borlu Cxlsg, Faculty: Faculty of Urban and Regional Development, Group: Group212, Avg Grade: 2
Fullname: Hutvba Gvpnwy, Faculty: Faculty of Law, Group: Group218, Avg Grade: 2
Fullname: Fukscv Jpldix, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 2
Fullname: Yqtwcz Veubals, Faculty: International Institute of Economics and Finance, Group: Group233, Avg Grade: 2
Fullname: Upinje Ucjxws, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Kvjwi Kjlagqumc, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 2
Fullname: Xvjhogaudy Kelsvqfzta, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 2
Fullname: Orszjxnm Gyjzbexr, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 2
Fullname: Hproyxb Mjvxo, Faculty: Faculty of Urban and Regional Development, Group: Group219, Avg Grade: 2
Fullname: Ylqvozimk Wmzybuecd, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 2
Fullname: Lmqab Jqpam, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 2
Fullname: Ycbhmovt Rqnfamjhde, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 2
Fullname: Ngvshu Xidajfuego, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 2
Fullname: Noifw Dleat, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 2
Fullname: Zrdtvb Jcdkbosyp, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 2
Fullname: Qdpbsi Oamfnsxb, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 2
Fullname: Isbmoxpk Cyjmik, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 2
Fullname: Mxyrw Fsnpkyli, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 2
Fullname: Loinvt Cyfso, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 2
Fullname: Vsfqxlmitn Gydaek, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 2
Fullname: Jweatqy Rcltoqbjxy, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 2
Fullname: Thyjaofngm Gaftxdy, Faculty: Faculty of Humanities, Group: Group219, Avg Grade: 2
Fullname: Mnyrgqivfw Kpuhgdb, Faculty: Faculty of Biology and Biotechnology, Group: Group288, Avg Grade: 2
Fullname: Vyselxmdwo Xplnrbqdj, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 2
Fullname: Vwbkuzetrl Jiqcywlfh, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 2
Fullname: Uydqg Ckjbyn, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 2
Fullname: Tlnmzev Kwxfy, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 2
Fullname: Ozjubshx Ynxcopwrlq, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 2
Fullname: Vtgjusnx Qnksjd, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 2
Fullname: Gqjanw Pnlyrwbcod, Faculty: Faculty of Law, Group: Group219, Avg Grade: 2
Fullname: Evhcof Nzhsbvo, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 2
Fullname: Wmjflba Qbyvojrnf, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 2
Fullname: Hcajybvx Qtarf, Faculty: International Institute of Economics and Finance, Group: Group288, Avg Grade: 2
Fullname: Rsvxenfuag Ysrzcmfba, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 2
Fullname: Tahdpfu Whovimkqf, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 2
Fullname: Rvcwgyxlf Uawphvdgj, Faculty: Faculty of Economic Sciences, Group: Group212, Avg Grade: 2
Fullname: Xavem Wvtedbm, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 2
Fullname: Itluwac Dgbcefqvp, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 2
Fullname: Bjkadp Qejbd, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 2
Fullname: Cfezqpa Dhzlvqma, Faculty: Faculty of Chemistry, Group: Group212, Avg Grade: 2
Fullname: Sjhqpunf Peyjfzok, Faculty: International Institute of Economics and Finance, Group: Group215, Avg Grade: 2
Fullname: Soxdmhq Zecwrtjahl, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 2
Fullname: Wthmcz Gvrtledux, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Wlgyo Jkgwyohp, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 2
Fullname: Umkxtaw Kozsinmbgv, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 2
Fullname: Ltakxrsej Kosxp, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 2
Fullname: Uzhoxfs Fmsaz, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 2
Fullname: Ywofmt Qsyhaiupgv, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 2
Fullname: Xqvubtdf Majecfky, Faculty: Faculty of Biology and Biotechnology, Group: Group288, Avg Grade: 2
Fullname: Zmhxeucqli Gecdjow, Faculty: Faculty of Chemistry, Group: Group218, Avg Grade: 2
Fullname: Btqon Cxrsz, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Rozhcbin Slbktewrqj, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 2
Fullname: Xzhdtfvlnr Nxlktosi, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 2
Fullname: Qcgzvp Ceywl, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 2
Fullname: Ezyxflr Muwxtjr, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Pzfdsvi Jcvlkazgom, Faculty: Faculty of Law, Group: Group217, Avg Grade: 2
Fullname: Ivmsqhw Hvdxmg, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 2
Fullname: Pazgcisvjb Cjxfuedsgb, Faculty: Higher School of Jurisprudence and Administration, Group: Group221, Avg Grade: 2
Fullname: Qxcaktiv Cygijt, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Usefv Hujna, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 2
Fullname: Bgndcoef Eandviksrq, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 2
Fullname: Ksfnqavu Uphmgad, Faculty: Faculty of World Economy and World Politics, Group: Group219, Avg Grade: 2
Fullname: Eocms Kdzxybaf, Faculty: Faculty of Physics, Group: Group219, Avg Grade: 2
Fullname: Mrecx Qlmxpzaik, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 2
Fullname: Aghzvbnie Ndkscmgpzi, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 2
Fullname: Funcrmhe Dqajoefwuk, Faculty: Faculty of Social Sciences, Group: Group219, Avg Grade: 2
Fullname: Lxozjr Eiowfhcb, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Otvhlir Uqzipkn, Faculty: Faculty of Urban and Regional Development, Group: Group218, Avg Grade: 2
Fullname: Ucrjlwoy Xlfgusiaty, Faculty: International Institute of Economics and Finance, Group: Group212, Avg Grade: 2
Fullname: Bxctnr Oyfask, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group213, Avg Grade: 2
Fullname: Iyktdb Jlhykfqo, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 2
Fullname: Woxiunh Wgcea, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 2
Fullname: Ladnjgmcz Sdqka, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 2
Fullname: Qhoikdey Mjuiwxkaqv, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 2
Fullname: Aubqinz Tdpxrszeou, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 2
Fullname: Xkawz Jczsfdpol, Faculty: Faculty of Mathematics, Group: Group215, Avg Grade: 2
Fullname: Wsoke Qcuezp, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 2
Fullname: Sbgqwpcjl Pqfrcvy, Faculty: Faculty of Mathematics, Group: Group215, Avg Grade: 2
Fullname: Veujmlzwp Igbkvdhypa, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 2
Fullname: Haetfuz Ersvglw, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 2
Fullname: Tfhkpy Teqzk, Faculty: Faculty of Urban and Regional Development, Group: Group218, Avg Grade: 2
Fullname: Sagupj Qedtmocxks, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 2
Fullname: Eusiw Pdcyz, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 2
Fullname: Zbumkylrd Wiamzby, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 2
Fullname: Vxmprkh Mghcodaktv, Faculty: Faculty of Chemistry, Group: Group212, Avg Grade: 2
Fullname: Aenhlw Jewhzmax, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 2
Fullname: Kfbovjamey Dwtcufvp, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 2
Fullname: Tjkbpemfnr Kuzefcwr, Faculty: Faculty of Biology and Biotechnology, Group: Group218, Avg Grade: 2
Fullname: Jvcysleig Tmvsxln, Faculty: Faculty of Law, Group: Group218, Avg Grade: 2
Fullname: Dwuzr Vxmpuoqfj, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 2
Fullname: Qurwsn Sodwjqy, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 2
Fullname: Bqtfg Nhpgktwsx, Faculty: Higher School of Jurisprudence and Administration, Group: Group288, Avg Grade: 2
Fullname: Engvjxfcb Bljoduyhs, Faculty: Faculty of Physics, Group: Group219, Avg Grade: 2
Fullname: Dbmhje Qepcm, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 2
Fullname: Dhnrjzktws Vudbkro, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 2
Fullname: Vebliaz Jydluhe, Faculty: Faculty of Law, Group: Group217, Avg Grade: 2
Fullname: Sxdzrcepi Vxgetflun, Faculty: Faculty of Computer Science, Group: Group221, Avg Grade: 2
Fullname: Bcdysftkzr Tekpjl, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 2
Fullname: Mipylxe Ucsey, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 2
Fullname: Blogriy Rmcolksz, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 2
Fullname: Awrzvoxjgi Eofvlgcz, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 2
Fullname: Otlandibe Qldfyjcku, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 2
Fullname: Qsovi Quldkpcbn, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 2
Fullname: Ueqyvnjlxb Xaohcrs, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 2
Fullname: Nsdfovp Mbvgzjl, Faculty: Faculty of Law, Group: Group215, Avg Grade: 2
Fullname: Eunxzc Lankiqy, Faculty: Faculty of Economic Sciences, Group: Group221, Avg Grade: 2
Fullname: Idfngwpu Zojsuie, Faculty: Faculty of World Economy and World Politics, Group: Group217, Avg Grade: 2
Fullname: Sjuney Shvyn, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group212, Avg Grade: 2
