Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Oarbhjiex Wpgbyknvz, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 2
Fullname: Wiehral Lgwsxvqfdk, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 2
Fullname: Fsljmnik Dfxeosjzk, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 2
Fullname: Juwkf Zywegq, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 2
Fullname: Opjqbmngs Exmjisf, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 2
Fullname: Btrycoix Pfngdz, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Dvtihxfm Nmwzc, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 2
Fullname: Fukscv Jpldix, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 2
Fullname: Kvjnurchz Oqnurpjvx, Faculty: Faculty of Law, Group: Group219, Avg Grade: 2
Fullname: Tcobwyvzl Gneulhsajq, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 2
Fullname: Hsbvwmtql Xrmcfupv, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Uqdjscgvol Inkghzudex, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 3
Fullname: Ywejgxrcfa Kerfyujaxp, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 3
Fullname: Bledmkux Npcjskry, Faculty: Faculty of Humanities, Group: Group233, Avg Grade: 3
Fullname: Sgicx Klzya, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 3
Fullname: Qcgtmj Ekdfcnru, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 3
Fullname: Xnysduifr Auhrnx, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 3
Fullname: Borycl Qhzwbn, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 3
Fullname: Wmhibsvnfp Jcmisthzy, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 3
Fullname: Wvcok Efiydva, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 3
Fullname: Krvnm Dnvxkrle, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 3
Fullname: Gnbdkqjzeh Dqzot, Faculty: Faculty of Physics, Group: Group213, Avg Grade: 3
Fullname: Jehzuwi Pjhzqru, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 3
Fullname: Uqpnxof Bchdvnfpo, Faculty: Faculty of Mathematics, Group: Group217, Avg Grade: 3
Fullname: Spwelrgn Tvigdrkmjx, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 3
Fullname: Nrjfimcaey Jhuwtisn, Faculty: Higher School of Jurisprudence and Administration, Group: Group212, Avg Grade: 3
Fullname: Tefkcyjvp Rofychqd, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 3
Fullname: Ecztlfi Casdkzthmx, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 3
Fullname: Yaqdc Behijz, Faculty: Faculty of Law, Group: Group217, Avg Grade: 3
Fullname: Xdfhsktjlu Apvrgxw, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 3
Fullname: Njvmefbai Qcdigrym, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 3
Fullname: Lwyixon Aqswg, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 3
Fullname: Wbktnres Tyloafeizc, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 3
Fullname: Agnmcfr Sgrfuvp, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 3
Fullname: Qdrtpygo Qykszu, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 3
Fullname: Kohsmgpb Itpdck, Faculty: International Institute of Economics and Finance, Group: Group233, Avg Grade: 3
Fullname: Fimbx Qemfcinwj, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 3
Fullname: Halfgbue Eyzixpk, Faculty: Faculty of Law, Group: Group217, Avg Grade: 3
Fullname: Gakbvfdw Jbcyvlie, Faculty: Faculty of Humanities, Group: Group233, Avg Grade: 3
Fullname: Qhcbkgyow Ikpmrdwuqc, Faculty: Faculty of Geography and Geo-information Technology, Group: Group213, Avg Grade: 3
Fullname: Kcdwhpmy Vkapxos, Faculty: Faculty of Chemistry, Group: Group218, Avg Grade: 3
Fullname: Cyefhvkgi Ucpvorxt, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 3
Fullname: Mtsgdieklb Vqzwug, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 3
Fullname: Bfveijh Vijsamzg, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 3
Fullname: Ebzkq Nvpwjs, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 3
Fullname: Vxdnblgyh Ostan, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 3
Fullname: Rsbfqepdu Wfhrotjmkv, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 3
Fullname: Xwyum Skqyv, Faculty: Faculty of Law, Group: Group244, Avg Grade: 3
Fullname: Kqjymfni Rilys, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 3
Fullname: Fqprs Zatyrbgsfu, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 3
Fullname: Pfcxyev Eytvljw, Faculty: Faculty of Geography and Geo-information Technology, Group: Group244, Avg Grade: 3
Fullname: Cmtbng Bwaof, Faculty: Faculty of Law, Group: Group215, Avg Grade: 3
Fullname: Dxpvbc Acetsvznub, Faculty: Faculty of Urban and Regional Development, Group: Group219, Avg Grade: 3
Fullname: Hevpa Oqckthd, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 3
Fullname: Dbfka Hdwcomista, Faculty: International Institute of Economics and Finance, Group: Group215, Avg Grade: 3
Fullname: Jvqazd Vqzstwfimr, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 3
Fullname: Mtrgvs Nscrdbq, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 3
Fullname: Foicdn Rxtnbdm, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 3
Fullname: Dntauwmv Aiecm, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 3
Fullname: Jhlxvw Otpkdfuv, Faculty: Pre-university training faculty, Group: Group218, Avg Grade: 3
Fullname: Zhxnlmci Stxoew, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 3
Fullname: Qnzgtrux Wlrvqox, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 3
Fullname: Dgnutwzbe Pkfziuw, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 3
Fullname: Proxlti Tzhcdakxlf, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 3
Fullname: Husen Mvhakogzl, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 3
Fullname: Zghbqyux Bpnyfutzgl, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 3
Fullname: Trdioyhe Whzjelnv, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 3
Fullname: Qaxjdz Hqkwac, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 3
Fullname: Jdxshgnwmt Iswovhd, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 3
Fullname: Oefnvrz Suqjwmld, Faculty: Faculty of Humanities, Group: Group219, Avg Grade: 3
Fullname: Olcvwi Niaxvoprg, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 3
Fullname: Knfhmvwsjx Ytongxv, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 3
Fullname: Cvsltk Kxtpufav, Faculty: Faculty of Economic Sciences, Group: Group288, Avg Grade: 3
Fullname: Yuqerk Fotje, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 3
Fullname: Ysqvknh Febjxzsylu, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 3
Fullname: Lbxrcjk Yhmfaon, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 3
Fullname: Dofynsrtz Kjsnuvw, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 3
Fullname: Hiltvngsd Okyltwnhf, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 3
Fullname: Cmxfybq Fsycaebw, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 3
Fullname: Nuabtid Ndgzmwpst, Faculty: Lyceum of HSE, Group: Group215, Avg Grade: 3
Fullname: Lykeu Stxucekwl, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 3
Fullname: Oxdra Lhvxzu, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 3
Fullname: Idobspmyeq Dbuopk, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 3
Fullname: Uhpifrzes Ywhakmz, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 3
Fullname: Vqkaje Xhdcanyftp, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 3
Fullname: Zkagoun Lbdurng, Faculty: International Institute of Economics and Finance, Group: Group288, Avg Grade: 3
Fullname: Qstyfpua Kuaibdy, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 3
Fullname: Evymq Hgjecnupyr, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 4
Fullname: Byxourjftm Djykmtef, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 4
Fullname: Xqzcfumrek Qdmvz, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 4
Fullname: Ndjiocqt Djgyaefz, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 4
Fullname: Iqbhk Vfacyu, Faculty: Faculty of Law, Group: Group233, Avg Grade: 4
Fullname: Dtpfhkr Gvzpsfx, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 4
Fullname: Swtujce Rwmbota, Faculty: Faculty of Physics, Group: Group221, Avg Grade: 4
Fullname: Zexpfwq Qexdvh, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 4
Fullname: Rwfcmy Huipeflta, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 4
Fullname: Gkrujvqpt Kmgov, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 4
Fullname: Xewqponit Bsrhgqo, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 4
Fullname: Ijcuhenyr Whbxvdkicj, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 4
Fullname: Wotbj Zitkojyfpl, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 4
Fullname: Fiurbzhgqx Lqxrwugam, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 4
Fullname: Jostpz Tmgkaixh, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 4
Fullname: Mingj Mjcieahop, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 4
Fullname: Ykcnze Paqyjozg, Faculty: Higher School of Jurisprudence and Administration, Group: Group221, Avg Grade: 4
Fullname: Hokatrflm Cojpuqextd, Faculty: Faculty of Law, Group: Group233, Avg Grade: 4
Fullname: Zevdtrwy Ciaofwqrp, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 4
Fullname: Hbalods Sgpvzux, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 4
Fullname: Zsgaidto Hzbxusany, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 4
Fullname: Gfsijvh Cnpwbx, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 4
Fullname: Korjqbuig Ofkvsngri, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 4
Fullname: Iyjachen Hcriqnbmo, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 4
Fullname: Lryniuwe Aqltmsknr, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 4
Fullname: Osvkx Ekywtmifx, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 4
Fullname: Pdjqafl Iepzg, Faculty: Faculty of World Economy and World Politics, Group: Group244, Avg Grade: 4
Fullname: Iwtqgms Gnpaibdyok, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 4
Fullname: Nkzvul Cxdwiz, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 4
Fullname: Ukchrav Xufzg, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 4
Fullname: Pyfwrua Pqiacogm, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 4
Fullname: Oxdseav Pkyncozfwr, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 4
Fullname: Xkjvyodwr Axwhfmnzku, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 4
Fullname: Inqag Kjlrznwm, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 4
Fullname: Ergblf Jwrifvtsc, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 4
Fullname: Rznyxpawof Buotgyvqki, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 4
Fullname: Vnwfuhlap Wzqjnrfuc, Faculty: Faculty of Physics, Group: Group233, Avg Grade: 4
Fullname: Vlkxbia Gwhcspa, Faculty: Faculty of Mathematics, Group: Group213, Avg Grade: 4
Fullname: Fpoatcdxzm Sgbph, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 4
Fullname: Efixkp Frmbicpja, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 4
Fullname: Daoks Ivobwj, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 4
Fullname: Rhdlay Ofkhsblpa, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 4
Fullname: Jydzrgc Mhiacbou, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 4
Fullname: Bhiwoqvz Uqawdphis, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 4
Fullname: Vxsal Urvcngths, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 4
Fullname: Fyozs Ujbofxwzld, Faculty: Faculty of Physics, Group: Group233, Avg Grade: 4
Fullname: Ejnarsxyd Npoagwr, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 4
Fullname: Mlngd Cwlorakngm, Faculty: Faculty of Physics, Group: Group218, Avg Grade: 4
Fullname: Efridgwbt Qzvfbra, Faculty: Faculty of Law, Group: Group244, Avg Grade: 4
Fullname: Mrufv Pjvwkmidr, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 4
Fullname: Nfmckv Myltxvs, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 4
Fullname: Vmycxnt Vscrwmi, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 4
Fullname: Phvgutbsym Gmptkzhjyb, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 4
Fullname: Phfyzet Qryxadvt, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 4
Fullname: Gpisazm Ncjqfp, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 4
Fullname: Tqhmlpkziy Xmnac, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 4
Fullname: Jfnkmh Bohjtufvy, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 4
Fullname: Ytwgs Josgakcph, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 4
Fullname: Eulzigcn Mchuzkaewt, Faculty: Faculty of Law, Group: Group233, Avg Grade: 4
Fullname: Uzhxsqv Yuezfc, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 4
Fullname: Vzueni Jaeczmvgn, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 4
Fullname: Hulywkfax Nwlrfyecv, Faculty: Faculty of Geography and Geo-information Technology, Group: Group244, Avg Grade: 4
Fullname: Uqerixasw Npxgaml, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 4
Fullname: Lxacowk Dgialqtrv, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 4
Fullname: Rzymhoneli Tlimpxcsan, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 4
Fullname: Xbswhg Eriokzvgm, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 4
Fullname: Bzfueq Mqyglcxr, Faculty: Faculty of Geography and Geo-information Technology, Group: Group213, Avg Grade: 4
Fullname: Mnwjbdg Xpsztlni, Faculty: Faculty of Social Sciences, Group: Group219, Avg Grade: 4
Fullname: Twhlfdv Cdzjomsux, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 4
Fullname: Oerfsdzbtl Jamfybq, Faculty: Faculty of Law, Group: Group215, Avg Grade: 4
Fullname: Liymepbtr Lorywzgcds, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 4
Fullname: Qjzcxarouh Fxwcsad, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 4
Fullname: Ylvcedkm Hmbzfvcep, Faculty: Faculty of Law, Group: Group219, Avg Grade: 4
Fullname: Lgyndhrza Soltp, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 4
Fullname: Nbqozi Mhygfb, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 4
Fullname: Rdieqwcat Pzdoktevls, Faculty: Lyceum of HSE, Group: Group213, Avg Grade: 4
Fullname: Gpbormq Fabigsq, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 4
Fullname: Rjefockmz Drpiwh, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 4
Fullname: Ixghaospqb Gwihemjl, Faculty: Faculty of Creative Industries, Group: Group215, Avg Grade: 4
Fullname: Rlpucwgdky Zfmrihcljb, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 4
Fullname: Rqbyftovpu Sbqgv, Faculty: International Institute of Economics and Finance, Group: Group215, Avg Grade: 4
Fullname: Ihdabxcn Hraifjt, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 4
Fullname: Qfzkxgtj Iamofb, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 4
Fullname: Whyfc Qbdzuev, Faculty: Faculty of Law, Group: Group212, Avg Grade: 4
Fullname: Raxqfs Yovcdqhb, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 4
Fullname: Nhrslatz Axiutvrkw, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 4
Fullname: Nbtmozhlj Jcsifwvm, Faculty: Faculty of Computer Science, Group: Group215, Avg Grade: 4
Fullname: Nmcwls Jxtqdcw, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 4
Fullname: Qljziemtp Inrbqpow, Faculty: Faculty of Law, Group: Group215, Avg Grade: 4
Fullname: Zsmxiyh Yokhsbdcwe, Faculty: Lyceum of HSE, Group: Group213, Avg Grade: 5
Fullname: Znpjgsem Pimlu, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 5
Fullname: Zkrfyhelcd Rautc, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 5
Fullname: Eolsfwb Dvoscewga, Faculty: Pre-university training faculty, Group: Group218, Avg Grade: 5
Fullname: Bevsik Pnqahdusb, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 5
Fullname: Aziropwukg Ugvpfconsx, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 5
Fullname: Skjcr Qemjsl, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 5
Fullname: Ogabs Dshfezotyu, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 5
Fullname: Ubnmkqt Roqudvahji, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 5
Fullname: Eybhdr Egbijzamod, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 5
Fullname: Ktwpreb Kpuqlmw, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 5
Fullname: Dvmahotpjq Xnrsilvtyd, Faculty: Faculty of Chemistry, Group: Group215, Avg Grade: 5
Fullname: Ngyfkpzoa Ihywe, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 5
Fullname: Emlsgdac Quwbgdpvls, Faculty: Faculty of Chemistry, Group: Group244, Avg Grade: 5
Fullname: Yfoqlb Qwmpysgi, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 5
Fullname: Fhyuoknbpm Vnjhtpoyf, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 5
Fullname: Yosqgmknj Pomvxgt, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 5
Fullname: Petzquf Vkncfwlya, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 5
Fullname: Dczek Xmcgbrjtw, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 5
Fullname: Qjsvwmtr Wuxrlda, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 5
Fullname: Dqfheuylpo Ijagm, Faculty: Faculty of Law, Group: Group217, Avg Grade: 5
Fullname: Kzegbsxa Mspvxqrha, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 5
Fullname: Wclyaobsr Cglofxmp, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 5
Fullname: Yklaxbvjg Qacxbtjerv, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 5
Fullname: Tdcvlyhijq Shkpmz, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 5
Fullname: Sqrkh Zecldb, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 5
Fullname: Uegwkz Ohrqkxzpfu, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 5
Fullname: Dsrwbejx Inybzrhmt, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 5
Fullname: Pvwmadgoh Uibdfteorz, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 5
Fullname: Akejqv Mwfvhp, Faculty: School of Foreign Languages, Group: Group213, Avg Grade: 5
Fullname: Zvnwgh Anlyj, Faculty: Faculty of Creative Industries, Group: Group217, Avg Grade: 5
Fullname: Fgvylzr Wmorfzeut, Faculty: Faculty of Mathematics, Group: Group213, Avg Grade: 5
Fullname: Htvgbrcdw Nvhws, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 5
Fullname: Gvqszeayl Ptlvcb, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 5
Fullname: Ybzxt Avioljpw, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 5
Fullname: Eqjxu Luibxzwaj, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 5
Fullname: Iucejdz Laswiyhcex, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 5
Fullname: Ojirmwb Esfwd, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 5
Fullname: Qgmcdozn Ytowsvk, Faculty: Faculty of Geography and Geo-information Technology, Group: Group233, Avg Grade: 5
Fullname: Wtlrbnoph Ejizo, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 5
Fullname: Qwgfc Zgbkcs, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 5
Fullname: Lczjxukq Tczesd, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 5
Fullname: Gqkeoalcd Uzicvokpr, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 5
Fullname: Lvbgo Mvzgxfk, Faculty: Faculty of Physics, Group: Group244, Avg Grade: 5
Fullname: Nkmbwop Petrc, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 5
Fullname: Lniprgdywk Zivmnadp, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 5
Fullname: Dneqlrmhuy Fpiltngvjy, Faculty: Faculty of Law, Group: Group233, Avg Grade: 5
Fullname: Lnqfa Jnzqogmkei, Faculty: Lyceum of HSE, Group: Group219, Avg Grade: 5
Fullname: Auibkhlmg Ifqrg, Faculty: Faculty of World Economy and World Politics, Group: Group215, Avg Grade: 5
Fullname: Xpqca Irgku, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 5
Fullname: Bnrxeilaph Gbval, Faculty: Pre-university training faculty, Group: Group221, Avg Grade: 5
Fullname: Zpyxtahmow Bvsxy, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 5
Fullname: Mleuwpn Hovluqg, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 5
Fullname: Hzpqf Zpbakx, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 5
Fullname: Lieduogcnf Lpetxqc, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 5
Fullname: Xbdrlz Vskjxflwco, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 5
Fullname: Lhetuzjc Agrwkmcq, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 5
Fullname: Pktwghsnc Jbpikxochn, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 5
Fullname: Dwxcygftl Kucobpfahn, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 5
Fullname: Pnvoh Jlifkdurs, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 5
Fullname: Gicler Snqouyz, Faculty: Faculty of Chemistry, Group: Group215, Avg Grade: 5
Fullname: Qdxkilz Nqtjusf, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 5
Fullname: Vkdteuz Doytn, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 5
Fullname: Lzeab Kpzad, Faculty: International Institute of Economics and Finance, Group: Group212, Avg Grade: 5
Fullname: Xfjla Xtrgmfkj, Faculty: Faculty of Law, Group: Group217, Avg Grade: 5
Fullname: Ftoinvpsc Hibylw, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 5
Fullname: Jumkphlz Yzwro, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 5
Fullname: Ytdhvzqecw Rjqnpdmc, Faculty: Faculty of Computer Science, Group: Group213, Avg Grade: 5
Fullname: Njydga Mvgbwd, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 5
Fullname: Upvfxtywo Ndhjgvtq, Faculty: Higher School of Jurisprudence and Administration, Group: Group233, Avg Grade: 5
Fullname: Jtqeychpd Ecgmbvdwnf, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 5
Fullname: Agkqx Kumsgrbqje, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 5
Fullname: Dgteu Ctzlq, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 5
Fullname: Ojcfz Oqlgvhp, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 5
Fullname: Rpndbyiwvx Dziwgr, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 5
Fullname: Cpqukz Lwcyu, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 5
Fullname: Vlobkar Ntlbrjwm, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 5
Fullname: Kmvqibxuod Ielbkr, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 5
