Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Tdcvlyhijq Shkpmz, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 5
Fullname: Fgvylzr Wmorfzeut, Faculty: Faculty of Mathematics, Group: Group213, Avg Grade: 5
Fullname: Ybzxt Avioljpw, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 5
Fullname: Petzquf Vkncfwlya, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 5
Fullname: Dgteu Ctzlq, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 5
Fullname: Wtlrbnoph Ejizo, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 5
Fullname: Xgwimprnaq Cgkyt, Faculty: Faculty of Law, Group: Group212, Avg Grade: 5
Fullname: Ftoinvpsc Hibylw, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 5
Fullname: Ytdhvzqecw Rjqnpdmc, Faculty: Faculty of Computer Science, Group: Group213, Avg Grade: 5
Fullname: Ojcfz Oqlgvhp, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 5
Fullname: Dczek Xmcgbrjtw, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 5
Fullname: Zwytfmnj Doskziqwe, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 5
Fullname: Sqrkh Zecldb, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 5
Fullname: Znpjgsem Pimlu, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 5
Fullname: Lniprgdywk Zivmnadp, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 5
Fullname: Zkrfyhelcd Rautc, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 5
Fullname: Gvqszeayl Ptlvcb, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 5
Fullname: Eolsfwb Dvoscewga, Faculty: Pre-university training faculty, Group: Group218, Avg Grade: 5
Fullname: Bevsik Pnqahdusb, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 5
Fullname: Aziropwukg Ugvpfconsx, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 5
Fullname: Ogabs Dshfezotyu, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 5
Fullname: Yfoqlb Qwmpysgi, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 5
Fullname: Wclyaobsr Cglofxmp, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 5
Fullname: Dvmahotpjq Xnrsilvtyd, Faculty: Faculty of Chemistry, Group: Group215, Avg Grade: 5
Fullname: Orhduc Uwtvoei, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 6
Fullname: Jvztqf Ezwhsbfvu, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 6
Fullname: Ghyor Qvwcxr, Faculty: Faculty of World Economy and World Politics, Group: Group217, Avg Grade: 6
Fullname: Zacryfq Ewxjb, Faculty: Faculty of Computer Science, Group: Group221, Avg Grade: 6
Fullname: Chyrsbqkm Keytzxljo, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 6
Fullname: Xvewlfsm Jaguytv, Faculty: Faculty of Law, Group: Group233, Avg Grade: 6
Fullname: Sowkbvtny Wfyiktovg, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 6
Fullname: Kveoznp Snzbquohd, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 6
Fullname: Zovrt Dprfgaw, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Hcwifzg Bkxoylh, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 6
Fullname: Elkzpjai Ykxfh, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 6
Fullname: Oizmh Fkxqtasrbi, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 6
Fullname: Vnzoqhiyx Vtemaujw, Faculty: Faculty of Law, Group: Group221, Avg Grade: 6
Fullname: Fbkimeu Pnsxclgzym, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 6
Fullname: Aqoslcjfmv Zlbvg, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 6
Fullname: Yxhpzrf Iotaysxcgz, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 6
Fullname: Boiqc Ilyctzjvdq, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 6
Fullname: Vnzltbfchp Kygfml, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 6
Fullname: Eyctpogbl Rzxkh, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 6
Fullname: Mkqhbuel Lqmkxzdhot, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 6
Fullname: Wtlmjka Esmdi, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 6
Fullname: Tsmcfayd Hjklb, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 6
Fullname: Pmrcqtfxbw Yoibzr, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 6
Fullname: Ngtauofq Tamnjlzx, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 6
Fullname: Bsvjydqnl Oqkwbf, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Swdlntpvr Shbajgzyfv, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 6
Fullname: Gtljcnsaz Xnfzijdms, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 6
Fullname: Hupsxbndfj Znwjbupdry, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 6
Fullname: Lzhgnkwdao Fumibndck, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 6
Fullname: Silmyhzt Hjpqzsxmyn, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 6
Fullname: Dimjpcyvk Ftsid, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 6
Fullname: Wtnloeq Msjir, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group233, Avg Grade: 6
Fullname: Fvjbin Wugjovmk, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 6
Fullname: Xphnmftvw Dwcykpf, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 6
Fullname: Fuevn Gfknphvydi, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 6
Fullname: Fwdsh Agdhoq, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 6
Fullname: Vdgfo Mywqnhku, Faculty: Faculty of Physics, Group: Group233, Avg Grade: 6
Fullname: Eljqdz Hvynik, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Ghenayjdvz Bclrpxgu, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 6
Fullname: Kxfiotqvu Pftgcldv, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 6
Fullname: Lsvaupdei Fbwumsevd, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 6
Fullname: Qbaeywzj Dhnpotiyvz, Faculty: Faculty of Physics, Group: Group219, Avg Grade: 7
Fullname: Jyqognc Deyuxzn, Faculty: Faculty of Social Sciences, Group: Group218, Avg Grade: 7
Fullname: Jlzsrab Sbufl, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 7
Fullname: Gfnebs Rjoebnkcw, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 7
Fullname: Veuzgcydi Fvtdplh, Faculty: Faculty of Law, Group: Group213, Avg Grade: 7
Fullname: Bjptm Nwzbympvkc, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 7
Fullname: Nbmorezhl Gchaet, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 7
Fullname: Vzsxwlh Pjkscuavg, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 7
Fullname: Pjladzfhq Zewakoh, Faculty: School of Foreign Languages, Group: Group213, Avg Grade: 7
Fullname: Jexkcdmubz Sxqclgowu, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 7
Fullname: Mbkcqigy Yhagwdxzl, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 7
Fullname: Jmckp Tmupxgocke, Faculty: Faculty of Law, Group: Group288, Avg Grade: 7
Fullname: Ygcxe Dajulsci, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 7
Fullname: Qnsiuwrhf Gdfxzc, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 7
Fullname: Syieuxbw Dojuqv, Faculty: Higher School of Jurisprudence and Administration, Group: Group288, Avg Grade: 7
Fullname: Mrfxlebqwo Bczdxh, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 7
Fullname: Wflbmu Asjxc, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 7
Fullname: Usvtn Qxrym, Faculty: Faculty of Law, Group: Group288, Avg Grade: 7
Fullname: Jmnuc Garwn, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 7
Fullname: Eniqld Qytvskz, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 7
Fullname: Eijhcor Obntf, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 7
Fullname: Bksvqzgwpr Urvoyika, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 7
Fullname: Slqyuw Dcptor, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 7
Fullname: Wkuxzp Bpcxothrlk, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 7
Fullname: Ihftmr Ifquhdn, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 7
Fullname: Ypdstzhqk Vdtoyrsjkc, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 7
Fullname: Meuzqvlpod Ibzfa, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 7
Fullname: Bpjasuo Oxfbcgp, Faculty: Faculty of Humanities, Group: Group215, Avg Grade: 7
Fullname: Iupfozneqd Fitgapsz, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 7
Fullname: Tdwaxfscjh Snfpjy, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 7
Fullname: Rkhvyou Xhwuy, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 7
Fullname: Skdbjhcyrq Mavqie, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 7
Fullname: Cpgqzjrfy Yrwkcv, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 7
Fullname: Mhcrwok Njpba, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group233, Avg Grade: 7
Fullname: Dkasc Qztihuv, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 7
Fullname: Qakld Ewksfombp, Faculty: International Institute of Economics and Finance, Group: Group215, Avg Grade: 7
Fullname: Buvprlgyh Txloduec, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 7
Fullname: Cpgodwyue Vdlbzw, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 7
Fullname: Cdnrtj Seachplz, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 7
Fullname: Ozekbdn Kybdu, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 7
Fullname: Wieotsfar Dqmhp, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 7
Fullname: Ubethrvaf Dhjoifa, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 7
Fullname: Pmgbn Grcavym, Faculty: Faculty of Law, Group: Group218, Avg Grade: 7
Fullname: Vfinresyca Clbkufsr, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 7
Fullname: Kwfthjgsc Qslyrk, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 7
Fullname: Grjtkxcfwe Aokgqcezb, Faculty: Faculty of Geography and Geo-information Technology, Group: Group213, Avg Grade: 7
Fullname: Hwymkzpd Hpcvyq, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 7
Fullname: Vmyaqdcj Iylwruvc, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 7
Fullname: Clpzuobhsy Nxjbal, Faculty: Lyceum of HSE, Group: Group213, Avg Grade: 7
Fullname: Pdqmuh Nuphkbgis, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 8
Fullname: Vwcqu Ncdshu, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 8
Fullname: Uzcefblpv Twgfoab, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 8
Fullname: Vrbafzx Hzcepbxui, Faculty: Higher School of Jurisprudence and Administration, Group: Group212, Avg Grade: 8
Fullname: Dnhlsuz Bzsxvdeo, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 8
Fullname: Fsrovdgjh Ugfmno, Faculty: Graduate School of Business, Group: Group244, Avg Grade: 8
Fullname: Ugyswibkaz Iatpvs, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 8
Fullname: Itwpdc Azkfbso, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 8
Fullname: Rmpnsbd Iuowbtqf, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 8
Fullname: Wjirya Fvigntpubh, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 8
Fullname: Zsvqrxi Mhuki, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 8
Fullname: Vkyphnlrwq Gdhezox, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 8
Fullname: Wbojpkqgu Zhagfowpr, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 8
Fullname: Tmybu Kfwhjv, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 8
Fullname: Rezkwyl Tvzsudcmqn, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 8
Fullname: Dcxrbyau Wguyxrl, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 8
Fullname: Orawu Jknhgqu, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 8
Fullname: Pfxltsmiw Xugeswqadp, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 8
Fullname: Dpwkshg Hejoxp, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 8
Fullname: Twahb Uzgwodsvh, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 8
Fullname: Fwpdxmuirj Fxnykhmotj, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 8
Fullname: Qlwbg Zbknowgms, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 8
Fullname: Aujekb Knydvzsjx, Faculty: Faculty of Law, Group: Group218, Avg Grade: 8
Fullname: Axytdnbre Eufnwakxy, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 8
Fullname: Kszwtceihr Iecln, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 8
Fullname: Brwoikhnvg Gejuqwk, Faculty: Faculty of Physics, Group: Group219, Avg Grade: 8
Fullname: Fkyldtugpn Yngxjka, Faculty: Faculty of Social Sciences, Group: Group219, Avg Grade: 8
Fullname: Fscgnajk Qhbkx, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 8
Fullname: Codgmbltqv Vqwxrytdpg, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 8
Fullname: Tsgflbza Dykit, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 8
Fullname: Nvldpgy Zeyrjds, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 8
Fullname: Qvhktp Tycqldzupm, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 8
Fullname: Cswuo Ovkgalhn, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 8
Fullname: Clkngt Laxbkdev, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 8
Fullname: Xlanuys Kgsltm, Faculty: Faculty of Economic Sciences, Group: Group212, Avg Grade: 8
Fullname: Ynxecvilbo Vblpiazr, Faculty: Faculty of Chemistry, Group: Group215, Avg Grade: 8
Fullname: Cpejkoq Zclxsp, Faculty: Faculty of Biology and Biotechnology, Group: Group213, Avg Grade: 8
Fullname: Iywlhz Nhdcga, Faculty: Faculty of Social Sciences, Group: Group217, Avg Grade: 8
Fullname: Eajbt Rdmhu, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 8
Fullname: Dctpbvfji Skiwyxmjv, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 8
Fullname: Izbtg Ikoqbuvr, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 8
Fullname: Yhopv Ifzusoq, Faculty: Faculty of Mathematics, Group: Group212, Avg Grade: 8
Fullname: Leidjhy Qoptxknmli, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 9
Fullname: Sdglzf Pkmiy, Faculty: Faculty of Social Sciences, Group: Group233, Avg Grade: 9
Fullname: Augpmfxcrq Yqjaxoti, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 9
Fullname: Bnkcxtqlz Kezpixqu, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 9
Fullname: Pkrmdwge Vncyigof, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 9
Fullname: Saxgefqwod Uliad, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 9
Fullname: Gmtlpvwb Grsjhmeqxd, Faculty: Faculty of Mathematics, Group: Group217, Avg Grade: 9
Fullname: Ptranue Dizbgqaso, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 9
Fullname: Pdwsolv Jncopiah, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 9
Fullname: Pyqugd Bakmodl, Faculty: Faculty of Economic Sciences, Group: Group288, Avg Grade: 9
Fullname: Nucrimxhoe Gesxdouzha, Faculty: Faculty of World Economy and World Politics, Group: Group233, Avg Grade: 9
Fullname: Xwnucamzig Nxzbrljt, Faculty: Faculty of World Economy and World Politics, Group: Group217, Avg Grade: 9
Fullname: Wpruljze Vdrzfhegki, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 9
Fullname: Dueykxzt Mxizwknro, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 9
Fullname: Hlwanomjt Adjmy, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 9
Fullname: Hwsgy Pwkqvur, Faculty: Faculty of Urban and Regional Development, Group: Group213, Avg Grade: 9
Fullname: Ijygo Pzynr, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 9
Fullname: Bfotmu Bgeta, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 9
Fullname: Fikuwysm Qdouhgt, Faculty: Faculty of Social Sciences, Group: Group218, Avg Grade: 9
Fullname: Alnqrfdj Hsudzrv, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 9
Fullname: Mbhoksrdwl Ygbretsmnk, Faculty: Faculty of Law, Group: Group288, Avg Grade: 9
Fullname: Nvxoypd Ilnbsvyqd, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 9
Fullname: Jmnskebdwu Khtnoeq, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 9
Fullname: Tozhucgwv Vizmof, Faculty: Higher School of Jurisprudence and Administration, Group: Group288, Avg Grade: 9
Fullname: Imonl Stgjkxqnm, Faculty: Faculty of World Economy and World Politics, Group: Group215, Avg Grade: 9
Fullname: Bvsmydepug Xenrhudzfp, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 9
Fullname: Sqmxbrd Hoagpv, Faculty: Faculty of Law, Group: Group218, Avg Grade: 9
Fullname: Dsemuqjn Gltosewpcq, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 9
Fullname: Bvpitwdxf Jorcsmitvn, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 9
Fullname: Uokzi Ofawdmurp, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 9
Fullname: Vztqiuwjl Aznogqck, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 9
Fullname: Egcfxydhl Tbkpvdsqfa, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 9
Fullname: Fwhmn Suepgkadhv, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 9
Fullname: Viarghuwm Yjkxsqr, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 9
Fullname: Czunpgj Wqukbroig, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 9
Fullname: Gviopwsu Khoyx, Faculty: Faculty of Mathematics, Group: Group215, Avg Grade: 9
Fullname: Vcwzijypmg Twaepn, Faculty: Faculty of Biology and Biotechnology, Group: Group213, Avg Grade: 9
Fullname: Rdynzx Wknletyzm, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 9
Fullname: Uoejn Tbqyszfwdj, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 9
Fullname: Alhjyme Kiujmch, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 9
Fullname: Cewlihyx Igqxsnob, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 9
Fullname: Hvnfpiubxa Erchou, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 9
Fullname: Vqyrcx Nuisfaphcr, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 9
Fullname: Zkjocldgs Phbjz, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 9
Fullname: Nvszfalu Cjgwmexrh, Faculty: Faculty of Biology and Biotechnology, Group: Group213, Avg Grade: 9
Fullname: Zwcyebl Rbevoipcql, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 9
Fullname: Yhnvocg Uvrlpjxtcf, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 10
Fullname: Wedoixnha Qpsyt, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 10
Fullname: Qhsce Wuhqa, Faculty: Faculty of World Economy and World Politics, Group: Group219, Avg Grade: 10
Fullname: Bvjlzi Ntwfczksrb, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 10
Fullname: Ghtvqe Jvfshiqwoy, Faculty: Faculty of Urban and Regional Development, Group: Group212, Avg Grade: 10
Fullname: Olkjfy Btsqyi, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 10
Fullname: Fnwrgtdkb Qtzoa, Faculty: Faculty of World Economy and World Politics, Group: Group217, Avg Grade: 10
Fullname: Upfmq Iejuavwpc, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 10
Fullname: Avbclpdgf Tmqfndcyai, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 10
Fullname: Pbzvh Rztxy, Faculty: Faculty of Humanities, Group: Group244, Avg Grade: 10
Fullname: Xnguo Iqpenwv, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 10
Fullname: Gusenw Ovrny, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 10
Fullname: Skmjrluzd Ehjiuz, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 10
Fullname: Ybtwps Qzbsruicdg, Faculty: Faculty of Chemistry, Group: Group218, Avg Grade: 10
Fullname: Shmuwa Twaovyghs, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 10
Fullname: Iprxgcfwnj Wjyulrzsnk, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 10
Fullname: Slrekdzj Akvbng, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 10
Fullname: Tkwmv Jkusqodt, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 10
Fullname: Oquzc Krgmcjn, Faculty: Faculty of Social Sciences, Group: Group233, Avg Grade: 10
Fullname: Rulntwsqpz Ehqan, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 10
Fullname: Oigqlkch Pgeuwzd, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 10
Fullname: Urbjn Zseqwurokf, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 10
Fullname: Rchzdgmfto Kzvpyh, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 10
Fullname: Duzbfno Bhrzygpcej, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 10
Fullname: Mjluai Leancyz, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 10
Fullname: Ycwqgt Yvdcrxouj, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 10
Fullname: Qusicek Fqpchlou, Faculty: Faculty of Law, Group: Group213, Avg Grade: 10
Fullname: Fxbdo Tqxavuw, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 10
Fullname: Adsmyr Lhgcfn, Faculty: Faculty of Chemistry, Group: Group244, Avg Grade: 10
Fullname: Xazgo Akirbslf, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 10
Fullname: Rawhdgcs Hlgktu, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 10
Fullname: Ljvsc Oebpikd, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 10
Fullname: Pwdbugrziq Lmhpteick, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 10
Fullname: Ydrecku Sfbitvkx, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 10
Fullname: Jmhag Fikocu, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 10
Fullname: Uysbvcdali Qhzuxjos, Faculty: Faculty of Computer Science, Group: Group217, Avg Grade: 10
Fullname: Ucdaspxz Rhijwtudps, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 10
Fullname: Rpcsmtyq Jqrwshxa, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 10
Fullname: Yljisgft Fjoqn, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 10
Fullname: Fosynx Dogbsawyr, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 10
Fullname: Gxipda Mdiyxea, Faculty: Faculty of Physics, Group: Group244, Avg Grade: 10
Fullname: Ursadz Emwrod, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 10
Fullname: Ajefwhud Spwucyqx, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 10
Fullname: Jrziwbfmys Fklvryqcb, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 10
