Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Czwjv Xvtou, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 1
Fullname: Ltnjuky Mzrntsx, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 1
Fullname: Lreybwuzmj Gqmcxtyeai, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 1
Fullname: Wlnqbvzi Fmyzopc, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 1
Fullname: Fzikctu Wzetypam, Faculty: School of Foreign Languages, Group: Group244, Avg Grade: 1
Fullname: Hmvdczxke Zgniydcj, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 1
Fullname: Rduothmsy Jqnxsip, Faculty: Faculty of Humanities, Group: Group221, Avg Grade: 1
Fullname: Krgzue Ucdkzpmaw, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 2
Fullname: Ljrczbuk Mhcspgane, Faculty: Faculty of Urban and Regional Development, Group: Group219, Avg Grade: 2
Fullname: Nmikfj Oqhvt, Faculty: Faculty of Physics, Group: Group218, Avg Grade: 2
Fullname: Klamj Garuexts, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 2
Fullname: Nfqylm Mwdroye, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Zewra Xbdzci, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Cdfto Lvsenpoa, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 2
Fullname: Pfyrkzdc Sahipygoz, Faculty: Faculty of Biology and Biotechnology, Group: Group213, Avg Grade: 2
Fullname: Fjgheyd Yvixtwbso, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 2
Fullname: Osecyvdl Jkbvfdzhp, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 2
Fullname: Zfcdhkyjwl Nojyb, Faculty: International Institute of Economics and Finance, Group: Group219, Avg Grade: 2
Fullname: Ilcysmakqw Mgfvish, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 2
Fullname: Xoldsvarc Aomhkc, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Dfxnjuvcyw Ycbgrxkve, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 2
Fullname: Dleywsit Ucixkemg, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 2
Fullname: Borlu Cxlsg, Faculty: Faculty of Urban and Regional Development, Group: Group212, Avg Grade: 2
Fullname: Ycbhmovt Rqnfamjhde, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 2
Fullname: Loinvt Cyfso, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 2
Fullname: Ozjubshx Ynxcopwrlq, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 2
Fullname: Bjkadp Qejbd, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 2
Fullname: Qcgzvp Ceywl, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 2
Fullname: Lxozjr Eiowfhcb, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Iyktdb Jlhykfqo, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 2
Fullname: Ladnjgmcz Sdqka, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 2
Fullname: Bcdysftkzr Tekpjl, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 2
Fullname: Ljpicmkodg Tkxveaybjc, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 2
Fullname: Lqfkpimrg Zomedfgta, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 2
Fullname: Yufsizvmbn Qujrasvpz, Faculty: Faculty of Computer Science, Group: Group217, Avg Grade: 2
Fullname: Gvrbmflxs Logdsuj, Faculty: Faculty of Geography and Geo-information Technology, Group: Group219, Avg Grade: 2
Fullname: Kvjqcbsp Ftqdao, Faculty: Faculty of Law, Group: Group213, Avg Grade: 2
Fullname: Viyejk Gxdyjikr, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 2
Fullname: Wknmlghs Gsjkytu, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 2
Fullname: Zevqphnstm Agnqpkly, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Uiarvf Higjm, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 2
Fullname: Yktmuvn Uhvzda, Faculty: Faculty of Creative Industries, Group: Group215, Avg Grade: 2
Fullname: Ulqgfhijc Hpmjfgat, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 2
Fullname: Kdbvnyhj Xeajvyniq, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 2
Fullname: Wzjrpufs Wrfla, Faculty: Faculty of Law, Group: Group244, Avg Grade: 2
Fullname: Dnhkisby Zxufqncbmt, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 2
Fullname: Fxmrqab Zckpid, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 2
Fullname: Ljhmzuqaeb Zclkbn, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 2
Fullname: Mzvuhjlq Mdrcpov, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 2
Fullname: Oarbhjiex Wpgbyknvz, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 2
Fullname: Wiehral Lgwsxvqfdk, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 2
Fullname: Xzehi Shyrutzdci, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 2
Fullname: Fsljmnik Dfxeosjzk, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 2
Fullname: Juwkf Zywegq, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 2
Fullname: Opjqbmngs Exmjisf, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 2
Fullname: Btrycoix Pfngdz, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Dvtihxfm Nmwzc, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 2
Fullname: Fukscv Jpldix, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 2
Fullname: Zfqsgld Sxfvudwr, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 2
Fullname: Ckjpowxiue Nsgzyvdqj, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 2
Fullname: Kvjnurchz Oqnurpjvx, Faculty: Faculty of Law, Group: Group219, Avg Grade: 2
Fullname: Tcobwyvzl Gneulhsajq, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 2
Fullname: Hsbvwmtql Xrmcfupv, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Unfilkys Pmgul, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 2
Fullname: Htbqjgsm Txsli, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 2
Fullname: Afbkqjnvgp Cugpmzwnb, Faculty: Faculty of Chemistry, Group: Group212, Avg Grade: 2
Fullname: Ocbev Wifmr, Faculty: Faculty of Chemistry, Group: Group244, Avg Grade: 2
Fullname: Qvxeogjns Saqncitg, Faculty: Faculty of Creative Industries, Group: Group288, Avg Grade: 2
Fullname: Mqfjrw Wagxpvl, Faculty: Faculty of Computer Science, Group: Group217, Avg Grade: 2
Fullname: Okqbnul Iwctfduobr, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 2
Fullname: Qhnmjsxld Lgwzhuixn, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 2
Fullname: Hnfxojpmrg Mqyxwb, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 2
Fullname: Vomutde Ylagpnis, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 2
Fullname: Kgvlubzom Bxzea, Faculty: Faculty of Geography and Geo-information Technology, Group: Group244, Avg Grade: 2
Fullname: Msjyrtd Igprmufowa, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 2
Fullname: Sxdhtjvag Hebgxacsw, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 2
Fullname: Uvfakl Zvuijd, Faculty: Faculty of Social Sciences, Group: Group288, Avg Grade: 2
Fullname: Epxvid Tuvadyrfgb, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Kqaxid Pygdqfnti, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 2
Fullname: Hrigtox Vlstg, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 2
Fullname: Ylzgjxp Hqwvpybzsi, Faculty: Faculty of Economic Sciences, Group: Group212, Avg Grade: 2
Fullname: Songrhfzc Hwxfpok, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 2
Fullname: Zsjyc Umkntbzxij, Faculty: Faculty of Computer Science, Group: Group213, Avg Grade: 2
Fullname: Rzicn Dxmifben, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 2
Fullname: Imzyjvolu Suxcgefrpv, Faculty: Faculty of Mathematics, Group: Group215, Avg Grade: 2
Fullname: Xmeoajl Kludbj, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 2
Fullname: Kgvqrbtx Kerfblviqz, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 2
Fullname: Ydsocb Sqrufnjgow, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 2
Fullname: Dkcjieowg Qmyslzxneo, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 2
Fullname: Rjtpxkmwy Sjfkoph, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 2
Fullname: Eilhwgan Fgqwcm, Faculty: Faculty of Computer Science, Group: Group221, Avg Grade: 2
Fullname: Xrfesv Veydu, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 2
Fullname: Jqucabvt Jfilnvx, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 2
Fullname: Awkfzhtqoj Yolachfi, Faculty: Faculty of World Economy and World Politics, Group: Group215, Avg Grade: 2
Fullname: Xnkhqv Hfbzeonlwg, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 2
Fullname: Mwcsquj Obwrsgu, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 2
Fullname: Bopvt Nvxack, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 2
Fullname: Ysncfk Plzuhak, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 2
Fullname: Ngyplfaj Qaviusejc, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 2
Fullname: Fbtdkpqh Zirygc, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group212, Avg Grade: 2
Fullname: Cvjhuwxd Fchvuzejnl, Faculty: Faculty of World Economy and World Politics, Group: Group215, Avg Grade: 2
Fullname: Rcoeda Edpobgjftc, Faculty: Faculty of Social Sciences, Group: Group288, Avg Grade: 2
Fullname: Cxoiktvehb Ynltjuxg, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 2
Fullname: Qkxbwjl Pmqxzw, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 2
Fullname: Ozqevsrfxk Tldxons, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 2
Fullname: Yxvcuw Rpwxcbtz, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 2
Fullname: Clavy Fdqlbmit, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 2
Fullname: Hvtdgbpcf Vtqwse, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 2
Fullname: Rhswt Tymcr, Faculty: Faculty of Law, Group: Group218, Avg Grade: 2
Fullname: Vghdkybp Oxsjacvdgu, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 2
Fullname: Xbtvjge Redibf, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Bzicpvulh Crpjnbidh, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 2
Fullname: Nbuzr Buonkcxwqf, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 2
Fullname: Cagtpmieoq Sbzha, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 2
Fullname: Ulkrscm Nytcz, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Sphbinq Yaziwvgt, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Alrhdqij Mryovuzpb, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 2
Fullname: Osvbifka Sgeqiyuoj, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 2
Fullname: Zbuqnkmd Jgwucs, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 2
Fullname: Isbmoxpk Cyjmik, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 2
Fullname: Wqcapdh Vmydqh, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 2
Fullname: Vsfqxlmitn Gydaek, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 2
Fullname: Vyselxmdwo Xplnrbqdj, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 2
Fullname: Uzhoxfs Fmsaz, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 2
Fullname: Btqon Cxrsz, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Qxcaktiv Cygijt, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Haetfuz Ersvglw, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 2
Fullname: Vxmprkh Mghcodaktv, Faculty: Faculty of Chemistry, Group: Group212, Avg Grade: 2
Fullname: Dhnrjzktws Vudbkro, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 2
Fullname: Vebliaz Jydluhe, Faculty: Faculty of Law, Group: Group217, Avg Grade: 2
Fullname: Awrzvoxjgi Eofvlgcz, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 2
Fullname: Oxwfly Esxitvna, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 2
Fullname: Raulosvdbw Ufgbmdas, Faculty: Faculty of Humanities, Group: Group221, Avg Grade: 2
Fullname: Ijpadfctg Jmkxqszy, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 2
Fullname: Zwvkg Xmrdczkvy, Faculty: Faculty of Economic Sciences, Group: Group288, Avg Grade: 2
Fullname: Rgcyvkh Vyfwhcbnr, Faculty: Faculty of Law, Group: Group221, Avg Grade: 2
Fullname: Bnwdvm Haupkizfcs, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 2
Fullname: Zoepjhl Tvobmuyp, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 2
Fullname: Pysvd Sypnakufi, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 2
Fullname: Bheor Hvaufojzc, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 2
Fullname: Aweyz Pcdsguieo, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 2
Fullname: Mrsjcwdg Awgbszjoi, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 2
Fullname: Tasnpe Ovazjpgtx, Faculty: Faculty of Urban and Regional Development, Group: Group219, Avg Grade: 2
Fullname: Mrebiugd Yjascr, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Vwyxsucr Ewkszcny, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 2
Fullname: Urhblo Isklugbd, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 2
Fullname: Ykwrncdafv Pivbaq, Faculty: School of Foreign Languages, Group: Group219, Avg Grade: 2
Fullname: Zywgkpd Tjcdvrapz, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 2
Fullname: Iwzeck Wsxdvqzyp, Faculty: Faculty of Chemistry, Group: Group212, Avg Grade: 2
Fullname: Hqogaz Ewxycdoghq, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Lwkjbrc Zktsvuafo, Faculty: Faculty of Biology and Biotechnology, Group: Group288, Avg Grade: 2
Fullname: Vmajtu Cxqvsfjp, Faculty: Graduate School of Business, Group: Group233, Avg Grade: 2
Fullname: Hbdpa Pzonvbuech, Faculty: School of Foreign Languages, Group: Group219, Avg Grade: 2
Fullname: Bqmgjo Jskby, Faculty: Pre-university training faculty, Group: Group218, Avg Grade: 2
Fullname: Bmdygeprfx Joewclrsz, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 2
Fullname: Jdrayx Jozcg, Faculty: Faculty of Physics, Group: Group244, Avg Grade: 2
Fullname: Hfnmlusvq Xligwhmz, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group233, Avg Grade: 2
Fullname: Gduqtarp Kgfsxpoh, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 2
Fullname: Ybsonla Auvyimegxs, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 2
Fullname: Bvuloi Ihravxkt, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 2
Fullname: Wujqsi Dgxkhrq, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 2
Fullname: Lpjfc Rukqsbwm, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 2
Fullname: Uxelrs Mhqzcsjw, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 2
Fullname: Knzcuy Kudbfx, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 2
Fullname: Hwqpicvzu Okerhja, Faculty: Faculty of Mathematics, Group: Group217, Avg Grade: 2
Fullname: Lcbameqwx Jnaexbg, Faculty: Faculty of Social Sciences, Group: Group218, Avg Grade: 2
Fullname: Ktglsrwxf Rkdiazw, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 2
Fullname: Eowgfc Lyaom, Faculty: Lyceum of HSE, Group: Group219, Avg Grade: 2
Fullname: Huqcf Aiujte, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 2
Fullname: Xhybctlis Srztb, Faculty: Pre-university training faculty, Group: Group221, Avg Grade: 2
Fullname: Qkmntivdlu Klfvizb, Faculty: Faculty of Law, Group: Group217, Avg Grade: 2
Fullname: Xtfupndb Ldceuhimas, Faculty: Faculty of Mathematics, Group: Group212, Avg Grade: 2
Fullname: Yisam Smiqdegzh, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 2
Fullname: Rdjomkabs Hfgyrtupic, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 2
Fullname: Udbkipg Gizbrmvd, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 2
Fullname: Xpcbguwn Oatgvphyc, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 2
Fullname: Ngzrsewx Yhgvm, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group213, Avg Grade: 2
Fullname: Czupxby Zwqughvnpm, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group212, Avg Grade: 2
Fullname: Rlnvkgf Pfqvxb, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 2
Fullname: Lgyhnaodwk Wtibnmuyhd, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 2
Fullname: Amgekljfz Zkxefo, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 2
Fullname: Pwlhxezg Wsuvir, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 2
Fullname: Kueyid Hwclqto, Faculty: Faculty of Creative Industries, Group: Group217, Avg Grade: 2
Fullname: Ckhgj Cyewt, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 2
Fullname: Ahqyji Cygqalj, Faculty: International Institute of Economics and Finance, Group: Group288, Avg Grade: 2
Fullname: Xighseumw Uqbza, Faculty: Higher School of Jurisprudence and Administration, Group: Group288, Avg Grade: 2
Fullname: Wqoiabefz Sncmyvwf, Faculty: Faculty of Geography and Geo-information Technology, Group: Group219, Avg Grade: 2
Fullname: Djgtxfy Jpkwetoygd, Faculty: School of Foreign Languages, Group: Group213, Avg Grade: 2
Fullname: Bxcqvr Oyfmtzi, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 2
Fullname: Yprvfhjuzq Lbowcmku, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 2
Fullname: Dczvh Eklgw, Faculty: Faculty of Biology and Biotechnology, Group: Group213, Avg Grade: 2
Fullname: Wkipy Omcigtn, Faculty: Faculty of Humanities, Group: Group215, Avg Grade: 2
Fullname: Rwyash Osckpa, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Vjelurak Jfouwmbl, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 2
Fullname: Cmoebxgr Wbyiqod, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 2
Fullname: Xocgkvupb Okxthf, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 2
Fullname: Yxhmokdv Hfkvuxwzjo, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 2
Fullname: Awscopk Vgfnxh, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 2
Fullname: Qtnxupyge Dtchn, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Timrlawfnj Hfspuv, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 2
Fullname: Wvznycae Idplno, Faculty: School of Foreign Languages, Group: Group213, Avg Grade: 2
Fullname: Ftjodxvq Wvrsdfytm, Faculty: Faculty of Physics, Group: Group221, Avg Grade: 2
Fullname: Gfcatq Mluytzs, Faculty: Lyceum of HSE, Group: Group215, Avg Grade: 2
Fullname: Ouxbeh Mktvz, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 2
Fullname: Wuojvy Mhrjpuqfgx, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 2
Fullname: Dkhytvrobm Fvxywedg, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 2
Fullname: Fuozp Iaonu, Faculty: Faculty of Creative Industries, Group: Group221, Avg Grade: 2
Fullname: Dcfvst Tdjhuaivob, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 2
Fullname: Ghimjnu Zvpcmwskr, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 2
Fullname: Dwpjla Hvsfpgu, Faculty: Faculty of Law, Group: Group212, Avg Grade: 2
Fullname: Kyhpqau Qluzfexg, Faculty: Faculty of Computer Science, Group: Group213, Avg Grade: 2
Fullname: Wksnqhagtz Tzfmiw, Faculty: Faculty of Humanities, Group: Group221, Avg Grade: 2
Fullname: Ivprhgxw Gufsvtaly, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 2
Fullname: Gxercd Rlfhidbzj, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 2
Fullname: Udyrke Inyauqfldg, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 2
Fullname: Iamzpduhb Vstxre, Faculty: Faculty of World Economy and World Politics, Group: Group233, Avg Grade: 2
Fullname: Fhsvcmdnuk Hzbvwrsgc, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 2
Fullname: Jnuyfdgcq Vsjfciy, Faculty: Faculty of Economic Sciences, Group: Group288, Avg Grade: 2
Fullname: Yefkvlin Ixlce, Faculty: Faculty of Law, Group: Group217, Avg Grade: 2
Fullname: Cqflumwt Saicnhegvx, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 2
Fullname: Wpduqrka Brfioave, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 2
Fullname: Rptdkqzw Nqxhpu, Faculty: Faculty of Mathematics, Group: Group215, Avg Grade: 2
Fullname: Drmpsc Gvcjmpds, Faculty: Pre-university training faculty, Group: Group218, Avg Grade: 2
Fullname: Qngilux Caywoijz, Faculty: Faculty of Law, Group: Group215, Avg Grade: 2
Fullname: Njykq Vjohzau, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 2
Fullname: Xhvkwtdcpm Cjnza, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 2
Fullname: Iclhfzkmo Oubmrl, Faculty: Faculty of Humanities, Group: Group215, Avg Grade: 2
Fullname: Waxfsj Gxsubamcq, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Ehuidwnrl Uafcsvob, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 2
Fullname: Elvmjzpt Wmnzqyuif, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 2
Fullname: Wegmrpso Rsqhnju, Faculty: Faculty of Social Sciences, Group: Group219, Avg Grade: 2
Fullname: Enjuh Zyjxehc, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 2
Fullname: Bqjfdihsy Oerzvfj, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 2
Fullname: Eyvgr Jsetxi, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 2
Fullname: Wbsuflqv Bzrcnfgxj, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Sxvfidzpam Hwqncbomrd, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Cxdsp Gxpqjcru, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 2
Fullname: Eawsjlx Vunqmxl, Faculty: Faculty of Physics, Group: Group213, Avg Grade: 2
Fullname: Gqmfn Plxnurqzi, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 2
Fullname: Vlauif Inpty, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 2
Fullname: Hzxjm Dgouwljfv, Faculty: Faculty of Creative Industries, Group: Group221, Avg Grade: 2
Fullname: Qlhapymct Bxdrohgm, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 2
Fullname: Qhbmgs Xenfz, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 2
Fullname: Yhnbjtkzrw Evrajgntb, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 2
Fullname: Xchabiley Akoqbw, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 2
Fullname: Drbcgksp Ytqjs, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 2
Fullname: Cpastqhi Swzrvnxqo, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 2
Fullname: Zcuisoax Vwimphc, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 2
Fullname: Ysiuhzmtrw Hcslywo, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 2
Fullname: Yjizgar Blucw, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 2
Fullname: Bcjdemulio Nyitxwqhkf, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 2
Fullname: Gptdsayhf Srdcnfk, Faculty: Faculty of Geography and Geo-information Technology, Group: Group219, Avg Grade: 2
Fullname: Ryegxnopq Mikvjxhz, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Hacrks Ugsdn, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 2
