Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Fikuwysm Qdouhgt, Faculty: Faculty of Social Sciences, Group: Group218, Avg Grade: 9
Fullname: Uokzi Ofawdmurp, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 9
Fullname: Gviopwsu Khoyx, Faculty: Faculty of Mathematics, Group: Group215, Avg Grade: 9
Fullname: Pkrmdwge Vncyigof, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 9
Fullname: Vztqiuwjl Aznogqck, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 9
Fullname: Fwhmn Suepgkadhv, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 9
Fullname: Alnqrfdj Hsudzrv, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 9
Fullname: Cewlihyx Igqxsnob, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 9
Fullname: Pdwsolv Jncopiah, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 9
Fullname: Hvnfpiubxa Erchou, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 9
Fullname: Hwsgy Pwkqvur, Faculty: Faculty of Urban and Regional Development, Group: Group213, Avg Grade: 9
Fullname: Nvxoypd Ilnbsvyqd, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 9
Fullname: Leidjhy Qoptxknmli, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 9
Fullname: Dueykxzt Mxizwknro, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 9
Fullname: Rdynzx Wknletyzm, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 9
Fullname: Bvsmydepug Xenrhudzfp, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 9
Fullname: Egcfxydhl Tbkpvdsqfa, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 9
Fullname: Slrekdzj Akvbng, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 10
Fullname: Skmjrluzd Ehjiuz, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 10
Fullname: Mjluai Leancyz, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 10
Fullname: Pbzvh Rztxy, Faculty: Faculty of Humanities, Group: Group244, Avg Grade: 10
Fullname: Gusenw Ovrny, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 10
Fullname: Fxbdo Tqxavuw, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 10
Fullname: Xnguo Iqpenwv, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 10
Fullname: Ydrecku Sfbitvkx, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 10
Fullname: Avbclpdgf Tmqfndcyai, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 10
Fullname: Ucdaspxz Rhijwtudps, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 10
Fullname: Rawhdgcs Hlgktu, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 10
Fullname: Tkwmv Jkusqodt, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 10
Fullname: Ybtwps Qzbsruicdg, Faculty: Faculty of Chemistry, Group: Group218, Avg Grade: 10
Fullname: Jrziwbfmys Fklvryqcb, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 10
Fullname: Wedoixnha Qpsyt, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 10
Fullname: Bvjlzi Ntwfczksrb, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 10
Fullname: Rulntwsqpz Ehqan, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 10
Fullname: Rpcsmtyq Jqrwshxa, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 10
Fullname: Upfmq Iejuavwpc, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 10
Fullname: Jmhag Fikocu, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 10
Fullname: Rchzdgmfto Kzvpyh, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 10
Fullname: Ljvsc Oebpikd, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 10
Fullname: Ajefwhud Spwucyqx, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 10
Fullname: Urbjn Zseqwurokf, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 10
Fullname: Yljisgft Fjoqn, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 10
Fullname: Iprxgcfwnj Wjyulrzsnk, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 10
Fullname: Ycwqgt Yvdcrxouj, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 10
